panel,series,point,x,y
ordinal,High,58,0.40000000000000036,0.3410740331744696
ordinal,High,59,0.4500000000000002,0.34890536674107187
ordinal,High,60,0.5,0.35681914196285824
ordinal,High,61,0.5500000000000003,0.3648118415139012
ordinal,High,62,0.6000000000000001,0.37287978188068904
ordinal,High,63,0.6500000000000004,0.3810191187088502
ordinal,High,64,0.7000000000000002,0.38922585284645206
ordinal,High,65,0.75,0.39749583707166924
ordinal,High,66,0.8000000000000003,0.40582478348766815
ordinal,High,67,0.8500000000000001,0.4142082715626001
ordinal,High,68,0.9000000000000004,0.42264175678769444
ordinal,High,69,0.9500000000000002,0.43112057992162756
ordinal,High,70,1.0,0.43963997678470657
ordinal,High,71,1.0500000000000003,0.4481950885619588
ordinal,High,72,1.1,0.4567809725700548
ordinal,High,73,1.1500000000000004,0.46539261343913296
ordinal,High,74,1.2000000000000002,0.4740249346571024
ordinal,High,75,1.25,0.48267281042092636
ordinal,High,76,1.3000000000000003,0.4913310777367468
ordinal,High,77,1.35,0.4999945487085713
ordinal,High,78,1.4000000000000004,0.5086580229536022
ordinal,High,79,1.4500000000000002,0.5173163000811839
ordinal,High,80,1.5,0.5259641921717904
ordinal,High,81,1.5499999999999998,0.5345965361924732
ordinal,High,82,1.6000000000000005,0.5432082062857482
ordinal,High,83,1.6500000000000004,0.5517941258699947
ordinal,High,84,1.7000000000000002,0.5603492794910898
ordinal,High,85,1.75,0.5688687243671324
ordinal,High,86,1.7999999999999998,0.5773476015707586
ordinal,High,87,1.8500000000000005,0.5857811467966162
ordinal,High,88,1.9000000000000004,0.5941647006650694
ordinal,High,89,1.9500000000000002,0.6024937185170478
ordinal,High,90,2.0,0.6107637796591325
ordinal,High,91,2.05,0.6189705960224066
ordinal,High,92,2.1000000000000005,0.6271100202032449
ordinal,High,93,2.1500000000000004,0.6351780528590246
ordinal,High,94,2.2,0.6431708494366457
ordinal,High,95,2.25,0.6510847262166992
ordinal,High,96,2.3000000000000007,0.6589161656610736
ordinal,High,97,2.3500000000000005,0.6666618210566757
ordinal,High,98,2.4000000000000004,0.6743185204527238
ordinal,High,99,2.45,0.6818832698936997
ordinal,High,100,2.5,0.6893532559544859
survival,-1 SD,0,0.0,1.0
survival,-1 SD,1,0.1,0.998128858390667
survival,-1 SD,2,0.2,0.9962612179522562
survival,-1 SD,3,0.30000000000000004,0.9943970721335809
survival,-1 SD,4,0.4,0.9925364143957128
survival,-1 SD,5,0.5,0.9906792382119588
survival,-1 SD,6,0.6000000000000001,0.988825537067838
survival,-1 SD,7,0.7000000000000001,0.9869753044610593
survival,-1 SD,8,0.8,0.9851285339014981
survival,-1 SD,9,0.9,0.9832852189111738
survival,-1 SD,10,1.0,0.981445353024227
survival,-1 SD,11,1.1,0.9796089297868968
survival,-1 SD,12,1.2000000000000002,0.9777759427574984
survival,-1 SD,13,1.3,0.9759463855064
survival,-1 SD,14,1.4000000000000001,0.9741202516160008
survival,-1 SD,15,1.5,0.9722975346807081
survival,-1 SD,16,1.6,0.9704782283069151
survival,-1 SD,17,1.7000000000000002,0.9686623261129783
survival,-1 SD,18,1.8,0.966849821729195
survival,-1 SD,19,1.9000000000000001,0.9650407087977813
survival,-1 SD,20,2.0,0.9632349809728495
survival,-1 SD,21,2.1,0.9614326319203861
survival,-1 SD,22,2.2,0.9596336553182293
survival,-1 SD,23,2.3000000000000003,0.9578380448560471
survival,-1 SD,24,2.4000000000000004,0.9560457942353147
survival,-1 SD,25,2.5,0.9542568971692932
survival,-1 SD,26,2.6,0.9524713473830067
survival,-1 SD,27,2.7,0.9506891386132209
survival,-1 SD,28,2.8000000000000003,0.9489102646084207
survival,-1 SD,29,2.9000000000000004,0.9471347191287887
survival,-1 SD,30,3.0,0.9453624959461828
survival,-1 SD,31,3.1,0.943593588844115
survival,-1 SD,32,3.2,0.9418279916177289
survival,-1 SD,33,3.3000000000000003,0.9400656980737785
survival,-1 SD,34,3.4000000000000004,0.938306702030606
survival,-1 SD,35,3.5,0.9365509973181204
survival,-1 SD,36,3.6,0.9347985777777761
survival,-1 SD,37,3.7,0.9330494372625509
survival,-1 SD,38,3.8000000000000003,0.9313035696369241
survival,-1 SD,39,3.9000000000000004,0.9295609687768561
survival,-1 SD,40,4.0,0.9278216285697658
survival,-1 SD,41,4.1000000000000005,0.9260855429145097
survival,-1 SD,42,4.2,0.9243527057213606
survival,-1 SD,43,4.3,0.9226231109119859
survival,-1 SD,44,4.4,0.9208967524194261
survival,-1 SD,45,4.5,0.9191736241880746
survival,-1 SD,46,4.6000000000000005,0.9174537201736548
survival,-1 SD,47,4.7,0.9157370343432005
survival,-1 SD,48,4.800000000000001,0.9140235606750338
survival,-1 SD,49,4.9,0.912313293158744
survival,-1 SD,50,5.0,0.910606225795167
survival,-1 SD,51,5.1000000000000005,0.9072791651963984
survival,-1 SD,52,5.2,0.9039642606008663
survival,-1 SD,53,5.300000000000001,0.9006614675944669
survival,-1 SD,54,5.4,0.897370741925371
survival,-1 SD,55,5.5,0.8940920395034317
survival,-1 SD,56,5.6000000000000005,0.890825316399593
survival,-1 SD,57,5.7,0.8875705288453013
survival,-1 SD,58,5.800000000000001,0.8843276332319194
survival,-1 SD,59,5.9,0.8810965861101419
survival,-1 SD,60,6.0,0.877877344189413
survival,-1 SD,61,6.1000000000000005,0.8746698643373466
survival,-1 SD,62,6.2,0.8714741035791486
survival,-1 SD,63,6.300000000000001,0.8682900190970405
survival,-1 SD,64,6.4,0.8651175682296867
survival,-1 SD,65,6.5,0.8619567084716215
survival,-1 SD,66,6.6000000000000005,0.8588073974726813
survival,-1 SD,67,6.7,0.8556695930374357
survival,-1 SD,68,6.800000000000001,0.852543253124623
survival,-1 SD,69,6.9,0.8494283358465866
survival,-1 SD,70,7.0,0.8463247994687139
survival,-1 SD,71,7.1000000000000005,0.8432326024088769
survival,-1 SD,72,7.2,0.8401517032368755
survival,-1 SD,73,7.300000000000001,0.837082060673882
survival,-1 SD,74,7.4,0.8340236335918882
survival,-1 SD,75,7.5,0.8309763810131544
survival,-1 SD,76,7.6000000000000005,0.8279402621096603
survival,-1 SD,77,7.7,0.8249152362025579
survival,-1 SD,78,7.800000000000001,0.8219012627616264
survival,-1 SD,79,7.9,0.8188983014047299
survival,-1 SD,80,8.0,0.8159063118972751
survival,-1 SD,81,8.1,0.8129252541516732
survival,-1 SD,82,8.200000000000001,0.8099550882268024
survival,-1 SD,83,8.3,0.806995774327473
survival,-1 SD,84,8.4,0.804047272803894
survival,-1 SD,85,8.5,0.8011095441511417
survival,-1 SD,86,8.6,0.7981825490086306
survival,-1 SD,87,8.700000000000001,0.7952662481595866
survival,-1 SD,88,8.8,0.7923606025305203
survival,-1 SD,89,8.9,0.7894655731907047
survival,-1 SD,90,9.0,0.7865811213516527
survival,-1 SD,91,9.1,0.7837072083665981
survival,-1 SD,92,9.200000000000001,0.7808437957299773
survival,-1 SD,93,9.3,0.7779908450769137
survival,-1 SD,94,9.4,0.7751483181827036
survival,-1 SD,95,9.5,0.7723161769623035
survival,-1 SD,96,9.600000000000001,0.769494383469821
survival,-1 SD,97,9.700000000000001,0.7666828998980054
survival,-1 SD,98,9.8,0.7638816885777414
survival,-1 SD,99,9.9,0.7610907119775446
survival,-1 SD,100,10.0,0.7583099327030586
survival,0 SD,0,0.0,1.0
survival,0 SD,1,0.1,0.9962612179522562
survival,0 SD,2,0.2,0.9925364143957128
survival,0 SD,3,0.30000000000000004,0.988825537067838
survival,0 SD,4,0.4,0.9851285339014981
survival,0 SD,5,0.5,0.981445353024227
survival,0 SD,6,0.6000000000000001,0.9777759427574984
survival,0 SD,7,0.7000000000000001,0.9741202516160008
survival,0 SD,8,0.8,0.9704782283069151
survival,0 SD,9,0.9,0.966849821729195
survival,0 SD,10,1.0,0.9632349809728495
survival,0 SD,11,1.1,0.9596336553182293
survival,0 SD,12,1.2000000000000002,0.9560457942353147
survival,0 SD,13,1.3,0.9524713473830067
survival,0 SD,14,1.4000000000000001,0.9489102646084207
survival,0 SD,15,1.5,0.9453624959461828
survival,0 SD,16,1.6,0.9418279916177289
survival,0 SD,17,1.7000000000000002,0.938306702030606
survival,0 SD,18,1.8,0.9347985777777761
survival,0 SD,19,1.9000000000000001,0.9313035696369241
survival,0 SD,20,2.0,0.9278216285697658
survival,0 SD,21,2.1,0.9243527057213606
survival,0 SD,22,2.2,0.9208967524194261
survival,0 SD,23,2.3000000000000003,0.9174537201736548
survival,0 SD,24,2.4000000000000004,0.9140235606750338
survival,0 SD,25,2.5,0.910606225795167
survival,0 SD,26,2.6,0.9072016675856002
survival,0 SD,27,2.7,0.9038098382771479
survival,0 SD,28,2.8000000000000003,0.900430690279223
survival,0 SD,29,2.9000000000000004,0.8970641761791694
survival,0 SD,30,3.0,0.8937102487415967
survival,0 SD,31,3.1,0.8903688609077168
survival,0 SD,32,3.2,0.8870399657946849
survival,0 SD,33,3.3000000000000003,0.8837235166949404
survival,0 SD,34,3.4000000000000004,0.8804194670755523
survival,0 SD,35,3.5,0.877127770577566
survival,0 SD,36,3.6,0.873848381015353
survival,0 SD,37,3.7,0.8705812523759627
survival,0 SD,38,3.8000000000000003,0.8673263388184771
survival,0 SD,39,3.9000000000000004,0.8640835946733672
survival,0 SD,40,4.0,0.8608529744418525
survival,0 SD,41,4.1000000000000005,0.8576344327952623
survival,0 SD,42,4.2,0.8544279245744004
survival,0 SD,43,4.3,0.8512334047889106
survival,0 SD,44,4.4,0.8480508286166459
survival,0 SD,45,4.5,0.8448801514030397
survival,0 SD,46,4.6000000000000005,0.8417213286604789
survival,0 SD,47,4.7,0.8385743160676801
survival,0 SD,48,4.800000000000001,0.8354390694690671
survival,0 SD,49,4.9,0.8323155448741523
survival,0 SD,50,5.0,0.8292036984569187
survival,0 SD,51,5.1000000000000005,0.8231554835994737
survival,0 SD,52,5.2,0.817151384443671
survival,0 SD,53,5.300000000000001,0.8111910792094188
survival,0 SD,54,5.4,0.8052742484636908
survival,0 SD,55,5.5,0.7994005751034061
survival,0 SD,56,5.6000000000000005,0.7935697443384349
survival,0 SD,57,5.7,0.7877814436747278
survival,0 SD,58,5.800000000000001,0.7820353628975681
survival,0 SD,59,5.9,0.7763311940549467
survival,0 SD,60,6.0,0.7706686314410571
survival,0 SD,61,6.1000000000000005,0.7650473715799123
survival,0 SD,62,6.2,0.7594671132090806
survival,0 SD,63,6.300000000000001,0.7539275572635391
survival,0 SD,64,6.4,0.7484284068596465
survival,0 SD,65,6.5,0.742969367279232
survival,0 SD,66,6.6000000000000005,0.7375501459538001
survival,0 SD,67,6.7,0.7321704524488509
survival,0 SD,68,6.800000000000001,0.7268299984483151
survival,0 SD,69,6.9,0.7215284977391015
survival,0 SD,70,7.0,0.7162656661957587
survival,0 SD,71,7.1000000000000005,0.711041221765247
survival,0 SD,72,7.2,0.7058548844518229
survival,0 SD,73,7.300000000000001,0.7007063763020327
survival,0 SD,74,7.4,0.6955954213898162
survival,0 SD,75,7.5,0.6905217458017192
survival,0 SD,76,7.6000000000000005,0.685485077622213
survival,0 SD,77,7.7,0.6804851469191219
survival,0 SD,78,7.800000000000001,0.6755216857291562
survival,0 SD,79,7.9,0.6705944280435518
survival,0 SD,80,8.0,0.6657031097938135
survival,0 SD,81,8.1,0.6608474688375625
survival,0 SD,82,8.200000000000001,0.6560272449444874
survival,0 SD,83,8.3,0.6512421797823978
survival,0 SD,84,8.4,0.6464920169033795
survival,0 SD,85,8.5,0.64177650173005
survival,0 SD,86,8.6,0.6370953815419151
survival,0 SD,87,8.700000000000001,0.6324484054618251
survival,0 SD,88,8.8,0.6278353244425292
survival,0 SD,89,8.9,0.6232558912533278
survival,0 SD,90,9.0,0.6187098604668234
survival,0 SD,91,9.1,0.6141969884457664
survival,0 SD,92,9.200000000000001,0.6097170333299986
survival,0 SD,93,9.3,0.6052697550234905
survival,0 SD,94,9.4,0.6008549151814738
survival,0 SD,95,9.5,0.5964722771976682
survival,0 SD,96,9.600000000000001,0.5921216061915999
survival,0 SD,97,9.700000000000001,0.587802668996015
survival,0 SD,98,9.8,0.5835152341443814
survival,0 SD,99,9.9,0.5792590718584859
survival,0 SD,100,10.0,0.5750339540361172
survival,+1 SD,0,0.0,1.0
survival,+1 SD,1,0.1,0.9925364143957128
survival,+1 SD,2,0.2,0.9851285339014981
survival,+1 SD,3,0.30000000000000004,0.9777759427574984
survival,+1 SD,4,0.4,0.9704782283069151
survival,+1 SD,5,0.5,0.9632349809728495
survival,+1 SD,6,0.6000000000000001,0.9560457942353147
survival,+1 SD,7,0.7000000000000001,0.9489102646084207
survival,+1 SD,8,0.8,0.9418279916177289
survival,+1 SD,9,0.9,0.9347985777777761
survival,+1 SD,10,1.0,0.9278216285697658
survival,+1 SD,11,1.1,0.9208967524194261
survival,+1 SD,12,1.2000000000000002,0.9140235606750338
survival,+1 SD,13,1.3,0.9072016675856002
survival,+1 SD,14,1.4000000000000001,0.900430690279223
survival,+1 SD,15,1.5,0.8937102487415967
survival,+1 SD,16,1.6,0.8870399657946849
survival,+1 SD,17,1.7000000000000002,0.8804194670755523
survival,+1 SD,18,1.8,0.873848381015353
survival,+1 SD,19,1.9000000000000001,0.8673263388184771
survival,+1 SD,20,2.0,0.8608529744418525
survival,+1 SD,21,2.1,0.8544279245744004
survival,+1 SD,22,2.2,0.8480508286166459
survival,+1 SD,23,2.3000000000000003,0.8417213286604789
survival,+1 SD,24,2.4000000000000004,0.8354390694690671
survival,+1 SD,25,2.5,0.8292036984569187
survival,+1 SD,26,2.6,0.8230148656700939
survival,+1 SD,27,2.7,0.8168722237665642
survival,+1 SD,28,2.8000000000000003,0.810775427996718
survival,+1 SD,29,2.9000000000000004,0.804724136184012
survival,+1 SD,30,3.0,0.7987180087057665
survival,+1 SD,31,3.1,0.7927567084741052
survival,+1 SD,32,3.2,0.7868399009170358
survival,+1 SD,33,3.3000000000000003,0.7809672539596726
survival,+1 SD,34,3.4000000000000004,0.7751384380055996
survival,+1 SD,35,3.5,0.7693531259183712
survival,+1 SD,36,3.6,0.7636109930031535
survival,+1 SD,37,3.7,0.7579117169884998
survival,+1 SD,38,3.8000000000000003,0.7522549780082638
survival,+1 SD,39,3.9000000000000004,0.7466404585836479
survival,+1 SD,40,4.0,0.7410678436053847
survival,+1 SD,41,4.1000000000000005,0.7355368203160513
survival,+1 SD,42,4.2,0.7300470782925172
survival,+1 SD,43,4.3,0.7245983094285213
survival,+1 SD,44,4.4,0.7191902079173798
survival,+1 SD,45,4.5,0.7138224702348234
survival,+1 SD,46,4.6000000000000005,0.7084947951219619
survival,+1 SD,47,4.7,0.7032068835683774
survival,+1 SD,48,4.800000000000001,0.6979584387953407
survival,+1 SD,49,4.9,0.692749166239157
survival,+1 SD,50,5.0,0.6875787735346325
survival,+1 SD,51,5.1000000000000005,0.6775849501798833
survival,+1 SD,52,5.2,0.6677363850982081
survival,+1 SD,53,5.300000000000001,0.6580309669889416
survival,+1 SD,54,5.4,0.648466615238762
survival,+1 SD,55,5.5,0.6390412794756565
survival,+1 SD,56,5.6000000000000005,0.6297529391293689
survival,+1 SD,57,5.7,0.6205996029982384
survival,+1 SD,58,5.800000000000001,0.6115793088223311
survival,+1 SD,59,5.9,0.6026901228627792
survival,+1 SD,60,6.0,0.5939301394872318
survival,+1 SD,61,6.1000000000000005,0.5852974807613325
survival,+1 SD,62,6.2,0.5767902960461344
survival,+1 SD,63,6.300000000000001,0.5684067616013669
survival,+1 SD,64,6.4,0.5601450801944686
survival,+1 SD,65,6.5,0.5520034807153024
survival,+1 SD,66,6.6000000000000005,0.5439802177964718
survival,+1 SD,67,6.7,0.536073571439155
survival,+1 SD,68,6.800000000000001,0.5282818466443776
survival,+1 SD,69,6.9,0.5206033730496447
survival,+1 SD,70,7.0,0.513036504570854
survival,+1 SD,71,7.1000000000000005,0.5055796190494152
survival,+1 SD,72,7.2,0.49823111790449626
survival,+1 SD,73,7.300000000000001,0.4909894257903258
survival,+1 SD,74,7.4,0.483852990258476
survival,+1 SD,75,7.5,0.47682028142505417
survival,+1 SD,76,7.6000000000000005,0.46988979164273137
survival,+1 SD,77,7.7,0.46306003517753885
survival,+1 SD,78,7.800000000000001,0.45632954789036084
survival,+1 SD,79,7.9,0.4496968869230585
survival,+1 SD,80,8.0,0.44316063038915415
survival,+1 SD,81,8.1,0.43671937706901315
survival,+1 SD,82,8.200000000000001,0.4303717461094544
survival,+1 SD,83,8.3,0.424116376727729
survival,+1 SD,84,8.4,0.41795192791979957
survival,+1 SD,85,8.5,0.41187707817286084
survival,+1 SD,86,8.6,0.4058905251820384
survival,+1 SD,87,8.700000000000001,0.39999098557120516
survival,+1 SD,88,8.8,0.3941771946178559
survival,+1 SD,89,8.9,0.38844790598198004
survival,+1 SD,90,9.0,0.3828018914388761
survival,+1 SD,91,9.1,0.37723794061584903
survival,+1 SD,92,9.200000000000001,0.3717548607327346
survival,+1 SD,93,9.3,0.3663514763461961
survival,+1 SD,94,9.4,0.3610266290977361
survival,+1 SD,95,9.5,0.3557791774653718
survival,+1 SD,96,9.600000000000001,0.3506079965189201
survival,+1 SD,97,9.700000000000001,0.3455119776788387
survival,+1 SD,98,9.8,0.34049002847857235
survival,+1 SD,99,9.9,0.3355410723303545
survival,+1 SD,100,10.0,0.3306640482944114
